"","id","company"
"321",321,"/ data"
"322",322,"verizon"
"323",323,"stem fellowship"
"324",324,"(freelance) simple"
"325",325,"bcbsa"
"326",326,"wells fargo"
"327",327,"jpmorganchase"
"328",328,"jpmorganchase"
"329",329,"orane consulting"
"330",330,"(experienced in"
"331",331,"ibm"
"332",332,"aspa inc"
"333",333,"frost national"
"334",334,"bcbsa"
"335",335,"bcbsa"
"336",336,"hill tire"
"337",337,"webfaction"
"338",338,"university of colorado"
"339",339,"ut southwestern"
"340",340,"intern carbon"
"341",341,"angel technology"
"342",342,"system 10/2014-12/2015 develop"
"343",343,"fluffy cloud"
"344",344,"economic, financial,"
"345",345,"bcbsa"
"346",346,"centurylink communications"
"347",347,"bcbsa"
"348",348,"university at"
"349",349,"jp morgan"
"350",350,"intern rackspace,"
"351",351,"gymboree"
"352",352,"freddie mac"
"353",353,"united guaranty"
"354",354,"system and"
"355",355,"emc corporation,"
"356",356,"bcbsa"
"357",357,"unisys, minnesota"
"358",358,"porch"
"359",359,"simpleray"
"360",360,"central michigan"
"361",361,"toyota motor"
"362",362,"hilton worldwide"
"363",363,"ipt cdr"
"364",364,"retail analytics"
"365",365,"barclays"
"366",366,"sephora inc"
"367",367,"minacs"
"368",368,"freddie mac"
"369",369,"atrium medical"
"370",370,"financialforce"
"371",371,"payless shoesource"
"372",372,"intel corporation"
"373",373,"infosys ltd"
"374",374,"ucsb earth"
"375",375,"boston medical"
"376",376,"boston medical"
"377",377,"bcbsa"
"378",378,"dell inc"
"379",379,"actavis"
"380",380,"epam empathy"
"381",381,"lowe's"
"382",382,"the home"
"383",383,"scholastic inc"
"384",384,"american express"
"385",385,"zillow groups"
"386",386,"american family"
"387",387,"daegis inc"
"388",388,"bcbsa"
"389",389,"accenture services"
"390",390,"efocus-webs project"
"391",391,"(freelancer, python)"
"392",392,"intern (core"
"393",393,"citizen's bank"
"394",394,"intern welch"
"395",395,"pfizer"
"396",396,"supreme court"
"397",397,"bcbsa"
"398",398,"state street"
"399",399,"state of wisconsin"
"400",400,"at&t"
"401",401,"bcbsa"
"402",402,"bank of america"
"403",403,"at the"
"404",404,"glaxosmithkline"
"405",405,"zappos.com, inc"
"406",406,"bcbsa"
"407",407,"bank of america"
"408",408,"salesfusion inc"
"409",409,"fox interactive"
"410",410,"john deere"
"411",411,"mayo clinic"
"412",412,"key bank"
"413",413,"jlg industries"
"414",414,"lafayette general"
"415",415,"in computational"
"416",416,"and software"
"417",417,"fusion alliance"
"418",418,"/ it"
"419",419,"dominion enterprises"
"420",420,"demere.co"
"421",421,"atas"
"422",422,"bcbsa"
"423",423,"bcbsa"
"424",424,"acenonyx"
"425",425,"(finite element"
"426",426,"new york"
"427",427,"adp"
"428",428,"(python) sonobi"
"429",429,"design validation"
"430",430,"university of pittsburgh"
"431",431,"/ collaborator"
"432",432,"caci provide"
"433",433,"database security"
"434",434,"bcbsa"
"435",435,"time warner"
"436",436,"manager java"
"437",437,"super heroes"
"438",438,"bcbsa"
"439",439,"cerner corporation"
"440",440,"regenstrief institute,"
"441",441,"bcbsa"
"442",442,"state of michigan"
"443",443,"bcbsa"
"444",444,"reservoir labs"
"445",445,"bcbsa"
"446",446,"analyst nichevision,"
"447",447,"equifax"
"448",448,"aig financial"
"449",449,"(contractor) robert"
"450",450,"(temporary) sony"
"451",451,"brocade communications"
"452",452,"bcbsa"
"453",453,"bcbsa"
"454",454,"blue shield"
"455",455,"symbiont"
"456",456,"highpoint solutions"
"457",457,"new york"
"458",458,"in the"
"459",459,"mattel inc"
"460",460,"cablevision systems"
"461",461,"wilbur ellis"
"462",462,"healthways inc"
"463",463,"i, contract"
"464",464,"general dynamics"
"465",465,"boundary solutions"
"466",466,"grey ocean"
"467",467,"comcast"
"468",468,"department of health"
"469",469,"barclays"
"470",470,"bcbsa"
"471",471,"broadridge financial"
"472",472,"linux professional"
"473",473,"first republic"
"474",474,"dish network"
"475",475,"training data"
"476",476,"bcbsa"
"477",477,"buffalo, ny"
"478",478,"njt €¢"
"479",479,"careday"
"480",480,"college of technology"
"481",481,"& faculty"
"482",482,"bcbsa"
"483",483,"nwa media"
"484",484,"bank of america"
"485",485,"in charge"
"486",486,"bcbsa"
"487",487,"pennsylvania higher"
"488",488,"/ mobile"
"489",489,"system engineer"
"490",490,"for requirement"
"491",491,"freelancing shoply"
"492",492,"bcbsa"
"493",493,"federal reserve"
"494",494,"nordstrom"
"495",495,"oregon state"
"496",496,"lincoln financial"
"497",497,"firestone diversified"
"498",498,"9, entity"
"499",499,"freddie mac"
"500",500,"blue cross"
"501",501,"citigroup"
"502",502,"worldquant, llc."
"503",503,"for several"
"504",504,"hospira inc"
"505",505,"experian €¢"
"506",506,"the university"
"507",507,"bemidji state"
"508",508,"tools €¢ provided"
"509",509,"healthways, inc"
"510",510,"and operations."
"511",511,"center for"
"512",512,"bcbsa"
"513",513,"(trainee) horizon"
"514",514,"h&m"
"515",515,"gt world"
"516",516,"bcbsa"
"517",517,"bcbsa"
"518",518,"apptium technologies"
"519",519,"bcbsa"
"520",520,"the ohio"
"521",521,"(ta) coding"
"522",522,"cerner corporation"
"523",523,"system application"
"524",524,"citi group"
"525",525,"macy's systems"
"526",526,"nike"
"527",527,"fresenius medical"
"528",528,"fresenius medical"
"529",529,"manager d3"
"530",530,"galvanize"
"531",531,"capital one"
"532",532,"bedrockdata"
"533",533,"cox media"
"534",534,"raytheon"
"535",535,"bcbsa"
"536",536,"tektak pvt."
"537",537,"wells fargo"
"538",538,"bcbsa"
"539",539,"hm health"
"540",540,"verizon"
"541",541,"opus inspection"
"542",542,"hsbc"
"543",543,"wells fargo"
"544",544,"comerica bank"
"545",545,"american standard"
"546",546,"intersect group"
"547",547,"bcbsa"
"548",548,"tata consultancy"
"549",549,"life lock"
"550",550,"thirdchannel digital"
"551",551,"bcbsa"
"552",552,"the home"
"553",553,"accenture responsibilities understanding"
"554",554,"system"
"555",555,"avaya"
"556",556,"california water"
"557",557,"confidential"
"558",558,"electrical systems"
"559",559,"(component server"
"560",560,"(component server"
"561",561,"python projects:"
"562",562,"nationwide insurance"
"563",563,"ventyx"
"564",564,"dept of corrections,"
"565",565,"barclays"
"566",566,"(cucm), formerly"
"567",567,"bcbsa"
"568",568,"cerner"
"569",569,"system project"
"570",570,"bcbsa"
"571",571,"oasis technologies"
"572",572,"accessdata corporation"
"573",573,"system which"
"574",574,"bcbsa"
"575",575,"esri"
"576",576,"innovatis tech"
"577",577,"aetna inc"
"578",578,"zion tech"
"579",579,"(consultant) nyc"
"580",580,"bcbsa"
"581",581,"lithium"
"582",582,"bcbsa"
"583",583,"bcbsa"
"584",584,"the state"
"585",585,"university of texas"
"586",586,"otak, inc"
"587",587,"delta air"
"588",588,"university of toledo"
"589",589,"(durability &"
"590",590,"ignite management"
"591",591,"bcbsa"
"592",592,"- maverick"
"593",593,"accenture services"
"594",594,"characterization of lya"
"595",595,"green tree"
"596",596,"aws cloudfront,"
"597",597,"process. i"
"598",598,"computer science"
"599",599,"bcbsa"
"600",600,"verizon"
"601",601,"able lending"
"602",602,"educational software"
"603",603,"studio —¦ automated"
"604",604,"j p"
"605",605,"bcbsa"
"606",606,"(consultant) catalina"
"607",607,"bcbsa"
"608",608,"wells fargo,"
"609",609,"worker marshall"
"610",610,"deutsche bank"
"611",611,"home depot"
"612",612,"state street"
"613",613,"miami rebel"
"614",614,"cablevision"
"615",615,"the private"
"616",616,"cvs caremark"
"617",617,"ericsson"
"618",618,"infosys"
"619",619,"sony mobile"
"620",620,"bcbsa"
"621",621,"verizon wireless"
"622",622,"manhattan associates"
"623",623,"samsung research"
"624",624,"design and"
"625",625,"research assistant"
"626",626,"bcbsa"
"627",627,"bcbsa"
"628",628,"integnology corporation"
"629",629,"bcbsa"
"630",630,"medtronic"
"631",631,"you-gene"
"632",632,"bcbsa"
"633",633,"bcbsa"
"634",634,"clarus large"
"635",635,"bcbsa"
"636",636,"tmg health"
"637",637,"cem"
"638",638,"neoteryx"
"639",639,"ebay"
"640",640,"bcbsa"
"641",641,"wolters kluwer"
"642",642,"towers watson"
"643",643,"citi bank"
"644",644,"soochow securities"
"645",645,"intern eprodigy"
"646",646,"to build"
"647",647,"dizer corp"
"648",648,"intersections, chantilly,"
"649",649,"cisco systems"
"650",650,"ppg, shelby"
"651",651,"hyatt corporation"
"652",652,"& economic"
"653",653,"zaran tech"
"654",654,"sky touch"
"655",655,"federal transit,"
"656",656,"verizon insight"
"657",657,"/ biostatistics,"
"658",658,"director of programming"
"659",659,"emory university"
"660",660,"u.s securities"
"661",661,"intercontinental hotels"
"662",662,"bcbsa"
"663",663,"ubs"
"664",664,"wells fargo"
"665",665,"sprint nextel"
"666",666,"blue cross"
"667",667,"aig"
"668",668,"ibm"
"669",669,"systematic inc."
"670",670,"jpmorgan chase"
"671",671,"adp"
"672",672,"bcbsa"
"673",673,"canon usa"
"674",674,"-java developer"
"675",675,"java developer"
"676",676,"sun edison"
"677",677,"express scripts"
"678",678,"brinks security/trianz"
"679",679,"wells fargo"
"680",680,"in test"
"681",681,"the hartford"
"682",682,"and release"
"683",683,"bcbsa"
"684",684,"experian ny"
"685",685,"bcbal responsible"
"686",686,"amind group"
"687",687,"bcbsa"
"688",688,"silvics solutions"
"689",689,"wyncode academy"
"690",690,"versify solutions"
"691",691,"wilmington, de"
"692",692,"data specializations"
"693",693,"and guidance"
"694",694,"ptc"
"695",695,"c# python"
"696",696,"bcbsa"
"697",697,"bcbsa"
"698",698,"freelance"
"699",699,"innutra inc"
"700",700,"sharp laboratories"
"701",701,"ufs technologies"
"702",702,"- motorola"
"703",703,"tg mercer"
"704",704,"bcbsa"
"705",705,"qa101 consulting"
"706",706,"sr freddie"
"707",707,"lockheed martin"
"708",708,"icmarc"
"709",709,"student"
"710",710,"/ python"
"711",711,"student portland"
"712",712,"thomson reuters"
"713",713,"citi group"
"714",714,"suntrust bank"
"715",715,"programmer university"
"716",716,"purdue computer"
"717",717,"-later-"
"718",718,"client -delphi"
"719",719,"bcbsa"
"720",720,"cardinal health"
"721",721,"charlotte, nc"
"722",722,"bcbsa"
"723",723,"service control"
"724",724,"online tool"
"725",725,"nokia siemens"
"726",726,"tmx finance"
"727",727,"united services"
"728",728,"bcbs"
"729",729,"capitalone"
"730",730,"citi group"
"731",731,"capitalone"
"732",732,"harley davidson-wi"
"733",733,"bloomberg lp"
"734",734,"bcbsa"
"735",735,"university of michigan"
"736",736,"accriva diagnostics"
"737",737,"bank of america"
"738",738,"blue cross"
"739",739,"to quality"
"740",740,"samsung, nj"
"741",741,"hm health"
"742",742,"bts solutions,"
"743",743,"bcbsa"
"744",744,"(consultant) rockwell"
"745",745,"pyrotech engineers"
"746",746,"sing -post"
"747",747,"phelps dodge"
"748",748,"bcbsa"
"749",749,"- data"
"750",750,"reddicktech"
"751",751,"intern edward"
"752",752,"walmart"
"753",753,"capital one"
"754",754,"bcbsa"
"755",755,"bcbsa"
"756",756,"university of houston"
"757",757,"bcbsa"
"758",758,"fca"
"759",759,"intern industrial"
"760",760,"university of houston,"
"761",761,"career note"
"762",762,"state farm"
"763",763,"duke energy"
"764",764,"coding dojo"
"765",765,"bcbsa"
"766",766,"bcbsa"
"767",767,"techmahindra americas"
"768",768,"expedia"
"769",769,"razorfish health"
"770",770,"bcbsa"
"771",771,"informatique conception"
"772",772,"apple computer"
"773",773,"hewlett packard"
"774",774,"bcbsa"
"775",775,"university at"
"776",776,"for """"wipro"
"777",777,"lattice semiconductor"
"778",778,"assistant carnegie"
"779",779,"processes, and"
"780",780,"partners healthcare"
"781",781,"michigan state"
"782",782,"unc charlotte"
"783",783,"akorbi, on"
"784",784,"peloton cycle"
"785",785,"keyingredient"
"786",786,"bcbsa"
"787",787,"bcbsa"
"788",788,"intwine connection,"
"789",789,"appliedvr"
"790",790,"center research"
"791",791,"intern quantome"
"792",792,"bcbsa"
"793",793," ï‚§ data,"
"794",794,"sleepy's corporate"
"795",795,"bcbsa"
"796",796,"bcbsa"
"797",797,"rackspace us"
"798",798,"wells fargo"
"799",799,"bcbsa"
"800",800,"bcbsa"
"801",801,"(python, git,"
"802",802,"advanced technology"
"803",803,"bcbsa"
"804",804,"intern tristan"
"805",805,"kaiser permanente"
"806",806,"software on"
"807",807,"csc"
"808",808,"bcbsa"
"809",809,"deloitte consulting"
"810",810,"freelancing"
"811",811,"capital one"
"812",812,"hyundai america"
"813",813,"hewlett-packard"
"814",814,"bcbsa"
"815",815,"bcbsa"
"816",816,"research project"
"817",817,"coding dojo"
"818",818,"bcbsa"
"819",819,"bcbsa"
"820",820,"- data"
"821",821,"guide one"
"822",822,"micron technology"
"823",823,"dsw inc"
"824",824,"bcbsa"
"825",825,"/ associate"
"826",826,"in php"
"827",827,"bcbsa"
"828",828,"visa"
"829",829,"research assistant"
"830",830,"aon hewitt"
"831",831,"arkansas dept."
"832",832,"nytimes"
"833",833,"self"
"834",834,"walt disney"
"835",835,"teneducation, rightcloudz"
"836",836,"motion welder"
"837",837,"national foreign"
"838",838,"bcbsa"
"839",839,"rushcard"
"840",840,"state of tx"
"841",841,"ast equity"
"842",842,"northern natural"
"843",843,"at department"
"844",844,"t-mobile usa,"
"845",845,"cigna"
"846",846,"bcbsa"
"847",847,"ubs"
"848",848,"events management"
"849",849,"at&t"
"850",850,"jacobs engineering"
"851",851,"health port"
"852",852,"hartford insurance"
"853",853,"interactive communications"
"854",854,"citi bank"
"855",855,"american express"
"856",856,"department of health"
"857",857,"bcbsa"
"858",858,"cisco systems"
"859",859,"hartford insurance"
"860",860,"or technical"
"861",861,"marys enterprise"
"862",862,"and data"
"863",863,"modern engineering"
"864",864,"baker hughes"
"865",865,"wells fargo"
"866",866,"bcbsa"
"867",867,"edward jones"
"868",868,"bcbsa"
"869",869,"broadcast music"
"870",870,"state of north"
"871",871,"java developer"
"872",872,"jp morgan"
"873",873,"amazon lab126,"
"874",874,"- lead"
"875",875,"anderson merchandisers"
"876",876,"division of developmental"
"877",877,"jp morgan"
"878",878,"/ consultant"
"879",879,"& networking"
"880",880,"liberty mutual"
"881",881,"state of michigan"
"882",882,"aetna inc"
"883",883,"client market"
"884",884,"bcbsa"
"885",885,"morgan stanley"
"886",886,"hp moonshot"
"887",887,"sprint tele"
"888",888,"worcester, ma"
"889",889,"system (web"
"890",890,"state farm"
"891",891,"research assistant"
"892",892,"tata consultancy"
"893",893,"bcbsa"
"894",894,"ericsson india"
"895",895,"institute of insight,"
"896",896,"bcbsa"
"897",897,"directv directv"
"898",898,"agero, inc."
"899",899,"bcbsa"
"900",900,"bcbsa"
"901",901,"cigna health"
"902",902,"sirius xm"
"903",903,"the walt"
"904",904,"and web"
"905",905,"icd technology"
"906",906,"self employed"
"907",907,"for cs61a"
"908",908,"movie trailer"
"909",909,"bcbsa"
"910",910,"sap labs"
"911",911,"bcbsa"
"912",912,"gainspan(iot)"
"913",913,"national institute"
"914",914,"internship influenster"
"915",915,"analytics experience €¢"
"916",916,"intern alibaba"
"917",917,"bcbsa"
"918",918,"bcbsa"
"919",919,"and computer"
"920",920,"- north"
"921",921,"stanfield systems"
"922",922,"(own company)"
"923",923,"bcbsa"
"924",924,"guardian"
"925",925,"test technician"
"926",926,"bcbsa"
"927",927,"flts"
"928",928,"alta lang"
"929",929,"bcbsa"
"930",930,"and team"
"931",931,"hp"
"932",932,"deutsche bank"
"933",933,"honeywell"
"934",934,"motorola mobility"
"935",935,"ii global"
"936",936,"tcl research"
"937",937,"reingold, inc."
"938",938,"qilu security"
"939",939,"chevron €¢"
"940",940,"glogou inc.."
"941",941,"assistant-data analyzing"
"942",942,"evelop/research for"
"943",943,"to count"
"944",944,"intern integra"
"945",945,"cavalier it"
"946",946,"university of north"
"947",947,"- new"
"948",948,"and trainer"
"949",949,"dropbox"
"950",950,"bcbsa"
"951",951,"insight enterprises"
"952",952,"revolveclothing"
"953",953,"ecompany store"
"954",954,"wells fargo"
"955",955,"research assistant"
"956",956,"bcbsa"
"957",957,"edmc"
"958",958,"stevens institute"
"959",959,"glogou inc."
"960",960,"researcher rice"
"961",961,"federal reserve"
"962",962,"bcbsa"
"963",963,"pieriandx"
"964",964,"tutor new"
"965",965,"bcbsa"
"966",966,"royal bank"
"967",967,"(cma consulting"
"968",968,"bcbsa"
"969",969,"& analysis"
"970",970,"research assistant"
"971",971,"bcbsa"
"972",972,"university of central"
"973",973,"gulfstream aerospace"
"974",974,"huaat data"
"975",975,"project python"
"976",976,"bcbsa"
"977",977,"bcbsa"
"978",978,"trader intern"
"979",979,"triad isotopes,"
"980",980,"transamerica corporation"
"981",981,"blue shield"
"982",982,"professor department"
"983",983,"lbadvisor, python"
"984",984,"mediamorph"
"985",985,"bcbsa"
"986",986,"fortã© group"
"987",987,"research assistant"
"988",988,"maxlinear, inc"
"989",989,"northeastern university"
"990",990,"system for"
"991",991,"mentor qiurong"
"992",992,"tangome"
"993",993,"intern tradeweb"
"994",994,"bcbsa"
"995",995,"zenefits"
"996",996,"and clients.  skills"
"997",997,"comcast"
"998",998,"chief"
"999",999,"intern electrical"
"1000",1000,"bcbsa"
"1001",1001,"automatic data"
"1002",1002,"bcbsa"
"1003",1003,"nsg technology"
"1004",1004,"brigham young"
"1005",1005,"safeguard properties,"
"1006",1006,"in test"
"1007",1007,"teaching assistant"
"1008",1008,"prime international"
"1009",1009,"application: a"
"1010",1010,"lmg capital"
"1011",1011,"assistant department"
"1012",1012,"in advanced"
"1013",1013,"dental web"
"1014",1014,"applications developer"
"1015",1015,"bcbsa"
"1016",1016,"caterpillar"
"1017",1017,"cardinal health"
"1018",1018,"citi group"
"1019",1019,"/ project"
"1020",1020,"bcbsa"
"1021",1021,"in retail"
"1022",1022,"dhl world"
"1023",1023,"l.l.bean"
"1024",1024,"hewlett packard"
"1025",1025,"bedrock data"
"1026",1026,"upmc company"
"1027",1027,"innova solutions,"
"1028",1028,"software and"
"1029",1029,"at&t"
"1030",1030,"school of education"
"1031",1031,"bcbsa"
"1032",1032,"bcbsa"
"1033",1033,"at&t"
"1034",1034,"(supplier risk"
"1035",1035,"/ senior"
"1036",1036,"united health"
"1037",1037,"enables organizations"
"1038",1038,"visteon corporation"
"1039",1039,"at&t., ga"
"1040",1040,"bcbsa"
"1041",1041,"general electric"
"1042",1042,"(senior engineer)"
"1043",1043,"rutgers university,"
"1044",1044,"on cumulative"
"1045",1045,"bcbsa"
"1046",1046,"onondaga county"
"1047",1047,"intermountain health"
"1048",1048,"lake city"
"1049",1049,"self opportunity"
"1050",1050,"amtex systems"
"1051",1051,"south eugene"
"1052",1052,"finra"
"1053",1053,"cisco systems"
"1054",1054,"bcbsa"
"1055",1055,"having 2.9"
"1056",1056,"process. i"
"1057",1057,"bcbsa"
"1058",1058,"university of washington"
"1059",1059,"avago technologies"
"1060",1060,"tomorain project. project:"
"1061",1061,"thomson reuters"
"1062",1062,"bcbsa"
"1063",1063,"anthem blue"
"1064",1064,"of data"
"1065",1065,"bcbsa"
"1066",1066,"pivotal labs"
"1067",1067,"postgresql"
"1068",1068,"and strategic"
"1069",1069,"citizens bank"
"1070",1070,"bcbsa"
"1071",1071,"bcbsa"
"1072",1072,"(michaels stores,"
"1073",1073,"map communications"
"1074",1074,"bcbsa"
"1075",1075,"bcbsa"
"1076",1076,"infosys"
"1077",1077,"bcbsa"
"1078",1078,"adobe systems"
"1079",1079,"qualcomm"
"1080",1080,"and data"
"1081",1081,"deloitte client"
"1082",1082,"gorkana group"
"1083",1083,"gannon university"
"1084",1084,"market day"
"1085",1085,"nuance communications,"
"1086",1086,"pakedge device"
"1087",1087,"abn amro"
"1088",1088,"appcard (www.appcard.com)"
"1089",1089,"sciquest"
