"","X","name","type","document_id"
"110",110,"web ui standards","OTHER",1
"111",111,"webservices","OTHER",1
"112",112,"webservices","OTHER",1
"113",113,"wsdl","OTHER",1
"114",114,"xml","OTHER",1
"115",115,"xml documents","OTHER",1
"116",116,"xsl","OTHER",1
"117",117,"addition","OTHER",2
"118",118,"alternatives","OTHER",2
"119",119,"boost python","OTHER",2
"120",120,"c/c++","OTHER",2
"121",121,"c++","OTHER",2
"122",122,"code review","OTHER",2
"123",123,"data retrieval","OTHER",2
"124",124,"database server","OTHER",2
"125",125,"debugging","OTHER",2
"126",126,"features","OTHER",2
"127",127,"grammar","OTHER",2
"128",128,"gui","OTHER",2
"129",129,"interface","OTHER",2
"130",130,"language construct","OTHER",2
"131",131,"md responsibilities secdb","OTHER",2
"132",132,"problems","OTHER",2
"133",133,"pyqt","OTHER",2
"134",134,"python","OTHER",2
"135",135,"python developer constellation energy","OTHER",2
"136",136,"python interface","OTHER",2
"137",137,"scripting language","OTHER",2
"138",138,"secdb c/c++ api","OTHER",2
"139",139,"security language","OTHER",2
"140",140,"server","OTHER",2
"141",141,"shortcomings","OTHER",2
"142",142,"slang","OTHER",2
"143",143,"software design","OTHER",2
"144",144,"solutions","OTHER",2
"145",145,"testing","OTHER",2
"146",146,"trading applications","OTHER",2
"147",147,"ability","OTHER",3
"148",148,"active admin","OTHER",3
"149",149,"amazon web services","OTHER",3
"150",150,"bedrockdata","OTHER",3
"151",151,"design","OTHER",3
"152",152,"exprienced","OTHER",3
"153",153,"git","OTHER",3
"154",154,"index pages","OTHER",3
"155",155,"jquery","CONSUMER_GOOD",3
"156",156,"knockout","OTHER",3
"157",157,"linux","CONSUMER_GOOD",3
"158",158,"list","OTHER",3
"159",159,"loading","OTHER",3
"160",160,"ma database","OTHER",3
"161",161,"modeling","OTHER",3
"162",162,"more","OTHER",3
"163",163,"mysql","OTHER",3
"164",164,"programming","OTHER",3
"165",165,"record","OTHER",3
"166",166,"review","OTHER",3
"167",167,"rspec","OTHER",3
"168",168,"ruby on rails","CONSUMER_GOOD",3
"169",169,"seat geek","OTHER",3
"170",170,"selenium","OTHER",3
"171",171,"sorting methods","OTHER",3
"172",172,"spotify","CONSUMER_GOOD",3
"173",173,"tagging","OTHER",3
"174",174,"vote","OTHER",3
"175",175,"voting","OTHER",3
"176",176,"web app","CONSUMER_GOOD",3
"177",177,"web application","OTHER",3
"178",178,"web services","OTHER",3
"179",179,"windows","CONSUMER_GOOD",3
"180",180,"acceptance test","OTHER",4
"181",181,"acceptance test automation","OTHER",4
"182",182,"adaptors","OTHER",4
"183",183,"agile","CONSUMER_GOOD",4
"184",184,"alink","OTHER",4
"185",185,"api calls","OTHER",4
"186",186,"application development","OTHER",4
"187",187,"automation framework","OTHER",4
"188",188,"base testing","OTHER",4
"189",189,"behavior","OTHER",4
"190",190,"builds","OTHER",4
"191",191,"c sharp","OTHER",4
"192",192,"clear quest","OTHER",4
"193",193,"clearcase","OTHER",4
"194",194,"client side verifications","OTHER",4
"195",195,"code repositories","OTHER",4
"196",196,"constraints","OTHER",4
"197",197,"content","OTHER",4
"198",198,"creation","OTHER",4
"199",199,"cross browser","OTHER",4
"200",200,"cross browsers","OTHER",4
"201",201,"cubes","OTHER",4
"202",202,"cucumber","OTHER",4
"203",203,"data integrity","OTHER",4
"204",204,"database test cases","OTHER",4
"205",205,"deletion","OTHER",4
"206",206,"dependencies","OTHER",4
"207",207,"development methodology","OTHER",4
"208",208,"dhml","OTHER",4
"209",209,"establishment","OTHER",4
"210",210,"estng","OTHER",4
"211",211,"excel","CONSUMER_GOOD",4
"212",212,"execution","OTHER",4
"213",213,"functionality","OTHER",4
"214",214,"functionality testing","OTHER",4
"215",215,"half","OTHER",4
"216",216,"hold","OTHER",4
"217",217,"hyperlinks","OTHER",4
"218",218,"ids","OTHER",4
"219",219,"insertion","OTHER",4
"220",220,"java","OTHER",4
"221",221,"java","OTHER",4
"222",222,"kinds","OTHER",4
"223",223,"languages java","OTHER",4
"224",224,"links","OTHER",4
"225",225,"maven","OTHER",4
"226",226,"msword","OTHER",4
"227",227,"mvc pattern","OTHER",4
"228",228,"oracle database","OTHER",4
"229",229,"oracle database tests","OTHER",4
"230",230,"oracle11g","CONSUMER_GOOD",4
"231",231,"platform","OTHER",4
"232",232,"processing","OTHER",4
"233",233,"product","CONSUMER_GOOD",4
"234",234,"product interface","OTHER",4
"235",235,"project","OTHER",4
"236",236,"properties","OTHER",4
"237",237,"qa automation engineer responsibilities","OTHER",4
"238",238,"quality center","OTHER",4
"239",239,"regression test suites","OTHER",4
"240",240,"regression tests","OTHER",4
"241",241,"reports","OTHER",4
"242",242,"requirements","OTHER",4
"243",243,"role","OTHER",4
"244",244,"ruby scripting","OTHER",4
"245",245,"screenshots","OTHER",4
"246",246,"scripts","OTHER",4
"247",247,"scrum","OTHER",4
"248",248,"search engine","OTHER",4
"249",249,"search results","OTHER",4
"250",250,"selenium automation scripts","OTHER",4
"251",251,"selenium rc","CONSUMER_GOOD",4
"252",252,"selenium web driver","OTHER",4
"253",253,"selenium webdriver","OTHER",4
"254",254,"site","OTHER",4
"255",255,"smoke","OTHER",4
"256",256,"soa","OTHER",4
"257",257,"soap ui","OTHER",4
"258",258,"sql","OTHER",4
"259",259,"sql queries","OTHER",4
"260",260,"subversion","OTHER",4
"261",261,"success","OTHER",4
"262",262,"tables","OTHER",4
"263",263,"test cases","OTHER",4
"264",264,"test practices","OTHER",4
"265",265,"test strategies","OTHER",4
"266",266,"test structure","OTHER",4
"267",267,"testing backend automation framework","OTHER",4
"268",268,"testing compatibility","OTHER",4
"269",269,"testing efforts","OTHER",4
"270",270,"tool","OTHER",4
"271",271,"unit test","OTHER",4
"272",272,"unix","CONSUMER_GOOD",4
"273",273,"updates","OTHER",4
"274",274,"user acceptance testing","OTHER",4
"275",275,"user documentation","OTHER",4
"276",276,"validations","OTHER",4
"277",277,"vbscript","OTHER",4
"278",278,"web services testing","OTHER",4
"279",279,"web testing","OTHER",4
"280",280,"webdriver","OTHER",4
"281",281,"website","OTHER",4
"282",282,"windows 7","CONSUMER_GOOD",4
"283",283,"xpah","OTHER",4
"284",284,"xpath","OTHER",4
"285",285,"architecture","OTHER",5
"286",286,"architecture abstraction","OTHER",5
"287",287,"aws cloud","OTHER",5
"288",288,"calling","OTHER",5
"289",289,"email","OTHER",5
"290",290,"heartbeats","OTHER",5
"291",291,"kaarma server monitor","CONSUMER_GOOD",5
"292",292,"mobile payments","OTHER",5
"293",293,"point","OTHER",5
"294",294,"regex","OTHER",5
"295",295,"report generation system","OTHER",5
"296",296,"retail experience","OTHER",5
"297",297,"sale system","OTHER",5
"298",298,"software systems","OTHER",5
"299",299,"system","OTHER",5
"300",300,"technology","OTHER",5
"301",301,"texting","OTHER",5
"302",302,"working","OTHER",5
"303",303,"apis","OTHER",6
"304",304,"apis - est-driven development","OTHER",6
"305",305,"client information","OTHER",6
"306",306,"cost","OTHER",6
"307",307,"couchbase","OTHER",6
"308",308,"elasticsearch","OTHER",6
"309",309,"principles","OTHER",6
"310",310,"skills","OTHER",6
"311",311,"speed","OTHER",6
"312",312,"types","OTHER",6
"313",313,"apache omcat","OTHER",7
"314",314,"apis j2ee","OTHER",7
"315",315,"blender python api","OTHER",7
"316",316,"connection","OTHER",7
"317",317,"functioning","OTHER",7
"318",318,"hardware","OTHER",7
"319",319,"installation","OTHER",7
"320",320,"jdbc","OTHER",7
"321",321,"knowledge programming languages","OTHER",7
"322",322,"lab computers","CONSUMER_GOOD",7
"323",323,"lab computers setting","OTHER",7
"324",324,"network","OTHER",7
"325",325,"oad api","CONSUMER_GOOD",7
"326",326,"platforms","OTHER",7
"327",327,"scripting languages","OTHER",7
"328",328,"servlets","OTHER",7
"329",329,"software","CONSUMER_GOOD",7
"330",330,"administration tasks","OTHER",8
"331",331,"data sizes","OTHER",8
"332",332,"infrastructure","OTHER",8
"333",333,"job","OTHER",8
"334",334,"ma lexington","OTHER",8
"335",335,"processes","OTHER",8
"336",336,"production environment","OTHER",8
"337",337,"resource","OTHER",8
"338",338,"stakeholders","OTHER",8
"339",339,"technologies","OTHER",8
"340",340,"bonds","OTHER",9
"341",341,"changes","OTHER",9
"342",342,"cmo","OTHER",9
"343",343,"desk applications","OTHER",9
"344",344,"desk requirements","OTHER",9
"345",345,"heat maps","OTHER",9
"346",346,"insight","OTHER",9
"347",347,"knowledge","OTHER",9
"348",348,"legacy","OTHER",9
"349",349,"mbs desk","OTHER",9
"350",350,"model","OTHER",9
"351",351,"model prices","OTHER",9
"352",352,"mortgage trading","OTHER",9
"353",353,"parameters","OTHER",9
"354",354,"performance","OTHER",9
"355",355,"quartz applications","OTHER",9
"356",356,"ratio","OTHER",9
"357",357,"reporting tool","OTHER",9
"358",358,"throughput","OTHER",9
"359",359,"tools","OTHER",9
"360",360,"trade execution","OTHER",9
"361",361,"vba","OTHER",9
"362",362,"ajax","CONSUMER_GOOD",10
"363",363,"analysis","OTHER",10
"364",364,"application functionality","OTHER",10
"365",365,"application server","OTHER",10
"366",366,"bug fixing","OTHER",10
"367",367,"business scenarios","OTHER",10
"368",368,"clients","OTHER",10
"369",369,"code","OTHER",10
"370",370,"compensation","OTHER",10
"371",371,"core java","OTHER",10
"372",372,"css","OTHER",10
"373",373,"defects","OTHER",10
"374",374,"detail design","OTHER",10
"375",375,"enhancements","OTHER",10
"376",376,"est cases","OTHER",10
"377",377,"java 1.5","OTHER",10
"378",378,"jsf","OTHER",10
"379",379,"operations","OTHER",10
"380",380,"pl/sql","OTHER",10
"381",381,"project plan, system & integration","OTHER",10
"382",382,"project tool","OTHER",10
"383",383,"requirement specification","OTHER",10
"384",384,"scheduling","OTHER",10
"385",385,"sql server","OTHER",10
"386",386,"sql stored procedures","OTHER",10
"387",387,"store project tool","OTHER",10
"388",388,"unit testing","OTHER",10
"389",389,"web sphere","OTHER",10
"390",390,"websphere","CONSUMER_GOOD",10
"391",391,"accordion","OTHER",11
"392",392,"adobe photoshop cs6","CONSUMER_GOOD",11
"393",393,"audio programming","OTHER",11
"394",394,"build","OTHER",11
"395",395,"business components","OTHER",11
"396",396,"calendar","OTHER",11
"397",397,"coding","OTHER",11
"398",398,"configuration files","OTHER",11
"399",399,"controller","CONSUMER_GOOD",11
"400",400,"data","OTHER",11
"401",401,"data access","OTHER",11
"402",402,"data flow","OTHER",11
"403",403,"db2","CONSUMER_GOOD",11
"404",404,"debugging and production support","OTHER",11
"405",405,"designation","OTHER",11
"406",406,"documentation","OTHER",11
"407",407,"ejb 3.0","OTHER",11
"408",408,"ejb message driven beans","OTHER",11
"409",409,"ejb session beans","OTHER",11
"410",410,"esting","OTHER",11
"411",411,"facelets","OTHER",11
"412",412,"faces","OTHER",11
"413",413,"fix","OTHER",11
"414",414,"guidelines","OTHER",11
"415",415,"java 1.6","OTHER",11
"416",416,"jsf ui components","OTHER",11
"417",417,"mailing address responsibilities","OTHER",11
"418",418,"mantis","CONSUMER_GOOD",11
"419",419,"mockups","OTHER",11
"420",420,"mvc architecture","OTHER",11
"421",421,"mybatis","OTHER",11
"422",422,"page layout","OTHER",11
"423",423,"page navigations","OTHER",11
"424",424,"pdf","OTHER",11
"425",425,"prime","OTHER",11
"426",426,"primefaces","OTHER",11
"427",427,"process flow","OTHER",11
"428",428,"profile additions","OTHER",11
"429",429,"qa testing","OTHER",11
"430",430,"satellite internet","OTHER",11
"431",431,"satellite television","OTHER",11
"432",432,"screen definitions","OTHER",11
"433",433,"sdlc designing","OTHER",11
"434",434,"service","OTHER",11
"435",435,"service layer classes","OTHER",11
"436",436,"servlet","OTHER",11
"437",437,"session beans","OTHER",11
"438",438,"simple java beans","OTHER",11
"439",439,"source","OTHER",11
"440",440,"spring dao","OTHER",11
"441",441,"television services","OTHER",11
"442",442,"ui search","OTHER",11
"443",443,"usage","OTHER",11
"444",444,"validations","OTHER",11
"445",445,"version control repository svn","OTHER",11
"446",446,"view","OTHER",11
"447",447,"views","OTHER",11
"448",448,"visio","CONSUMER_GOOD",11
"449",449,"websphere application server","OTHER",11
"450",450,"wireframes","OTHER",11
"451",451,"work flow","OTHER",11
"452",452,"xml","OTHER",11
"453",453,"action classes","OTHER",12
"454",454,"adobe flex","CONSUMER_GOOD",12
"455",455,"annotated res","OTHER",12
"456",456,"application service layer","OTHER",12
"457",457,"applications","OTHER",12
"458",458,"applications","OTHER",12
"459",459,"automation scripts","OTHER",12
"460",460,"bash shell","OTHER",12
"461",461,"client side validation","OTHER",12
"462",462,"collection","OTHER",12
"463",463,"container","OTHER",12
"464",464,"controller framework","OTHER",12
"465",465,"cooperation","OTHER",12
"466",466,"development","OTHER",12
"467",467,"enhancement","OTHER",12
"468",468,"entity beans","OTHER",12
"469",469,"extjs","CONSUMER_GOOD",12
"470",470,"form","OTHER",12
"471",471,"helper classes","OTHER",12
"472",472,"hml","OTHER",12
"473",473,"index uning wizard","OTHER",12
"474",474,"java components","OTHER",12
"475",475,"jboss5","OTHER",12
"476",476,"jms components","OTHER",12
"477",477,"jsf 2.0","OTHER",12
"478",478,"juni framework","OTHER",12
"479",479,"korn","OTHER",12
"480",480,"layers","OTHER",12
"481",481,"linux","CONSUMER_GOOD",12
"482",482,"mac","CONSUMER_GOOD",12
"483",483,"menu items","OTHER",12
"484",484,"navigation menu","OTHER",12
"485",485,"procedures","OTHER",12
"486",486,"res","OTHER",12
"487",487,"server-side","OTHER",12
"488",488,"service classes","OTHER",12
"489",489,"session beans","OTHER",12
"490",490,"solaris","CONSUMER_GOOD",12
"491",491,"spring controller","CONSUMER_GOOD",12
"492",492,"spring ioc","OTHER",12
"493",493,"sql profiler","OTHER",12
"494",494,"sql server","OTHER",12
"495",495,"themes","OTHER",12
"496",496,"unit test cases","OTHER",12
"497",497,"unit testing","OTHER",12
"498",498,"user information","OTHER",12
"499",499,"values","OTHER",12
"500",500,"windows performance monitor","CONSUMER_GOOD",12
"501",501,"ž monitoring","OTHER",12
"502",502,"10g/11g version control svn","OTHER",13
"503",503,"ability","OTHER",13
"504",504,"analytical","OTHER",13
"505",505,"apache wicket","OTHER",13
"506",506,"application servers","OTHER",13
"507",507,"certification","OTHER",13
"508",508,"communication skills","OTHER",13
"509",509,"databases","OTHER",13
"510",510,"domain experience","OTHER",13
"511",511,"experience","OTHER",13
"512",512,"frameworks","OTHER",13
"513",513,"good knowledge in insurance domain","OTHER",13
"514",514,"ide eclipse","CONSUMER_GOOD",13
"515",515,"insurance domain & h domain","OTHER",13
"516",516,"insurance domain certification","OTHER",13
"517",517,"java certification","OTHER",13
"518",518,"knowledge","OTHER",13
"519",519,"languages","OTHER",13
"520",520,"loma level 1","OTHER",13
"521",521,"ocpjp 6 certification","OTHER",13
"522",522,"œ","OTHER",13
"523",523,"open echnology","OTHER",13
"524",524,"plsql","OTHER",13
"525",525,"postgresql","CONSUMER_GOOD",13
"526",526,"problem solving","OTHER",13
"527",527,"skills","OTHER",13
"528",528,"sqlserver","OTHER",13
"529",529,"struts","OTHER",13
"530",530,"swing","OTHER",13
"531",531,"xsl j2ee echnologies jdbc","OTHER",13
"532",532,"11g","OTHER",14
"533",533,"agile methodology","OTHER",14
"534",534,"application development","OTHER",14
"535",535,"community","OTHER",14
"536",536,"daily scrum","OTHER",14
"537",537,"data sources","OTHER",14
"538",538,"database updating","OTHER",14
"539",539,"dependency injection","OTHER",14
"540",540,"design documents","OTHER",14
"541",541,"distribution","OTHER",14
"542",542,"domain object model","CONSUMER_GOOD",14
"543",543,"efficiency","OTHER",14
"544",544,"end","OTHER",14
"545",545,"flow charts","OTHER",14
"546",546,"generics","OTHER",14
"547",547,"health system pharmacy relationships","OTHER",14
"548",548,"healthcare supply chain","OTHER",14
"549",549,"help","OTHER",14
"550",550,"information support","OTHER",14
"551",551,"java 1.7","OTHER",14
"552",552,"jsp","OTHER",14
"553",553,"mapper","OTHER",14
"554",554,"part","OTHER",14
"555",555,"partnerships","OTHER",14
"556",556,"patient care responsibilities","OTHER",14
"557",557,"pharmacies","OTHER",14
"558",558,"pharmacy","OTHER",14
"559",559,"phases","OTHER",14
"560",560,"product access","OTHER",14
"561",561,"product commercialization","OTHER",14
"562",562,"quick build","OTHER",14
"563",563,"soa architecture","OTHER",14
"564",564,"soap request","OTHER",14
"565",565,"soap request object","OTHER",14
"566",566,"spring configuration files","OTHER",14
"567",567,"spring framework","OTHER",14
"568",568,"story pointing","OTHER",14
"569",569,"technique","OTHER",14
"570",570,"uddi","OTHER",14
"571",571,"use cases","OTHER",14
"572",572,"xml format","OTHER",14
"573",573,"android","CONSUMER_GOOD",15
"574",574,"application software","CONSUMER_GOOD",15
"575",575,"assistance","OTHER",15
"576",576,"baselines","OTHER",15
"577",577,"beta testing","OTHER",15
"578",578,"bug","OTHER",15
"579",579,"build system","OTHER",15
"580",580,"c","OTHER",15
"581",581,"clearquest","OTHER",15
"582",582,"collaboration","OTHER",15
"583",583,"control system software","CONSUMER_GOOD",15
"584",584,"cpu","OTHER",15
"585",585,"environment","OTHER",15
"586",586,"escalations","OTHER",15
"587",587,"fixes","OTHER",15
"588",588,"ma project: firmware development job responsibilities","OTHER",15
"589",589,"memory","OTHER",15
"590",590,"patches","OTHER",15
"591",591,"peer reviews","OTHER",15
"592",592,"project documentation","OTHER",15
"593",593,"purposes","OTHER",15
"594",594,"python scripts","OTHER",15
"595",595,"revision","OTHER",15
"596",596,"ros","OTHER",15
"597",597,"software configuration management tools","OTHER",15
"598",598,"software development process","OTHER",15
"599",599,"software engineering processes","OTHER",15
"600",600,"software features","OTHER",15
"601",601,"software fixes","OTHER",15
"602",602,"software interfaces","OTHER",15
"603",603,"software requirement analysis","OTHER",15
"604",604,"software requirement review","OTHER",15
"605",605,"systems engineering","OTHER",15
"606",606,"test development","OTHER",15
"607",607,"unit test plans","OTHER",15
"608",608,"automation","OTHER",16
"609",609,"cases","OTHER",16
"610",610,"python script","OTHER",16
"611",611,"test case design","OTHER",16
"612",612,"xml tool","OTHER",16
"613",613,"code collab","OTHER",17
"614",614,"code coverage","OTHER",17
"615",615,"coding standards","OTHER",17
"616",616,"echnical environment: python 2.7","OTHER",17
"617",617,"edge cases","OTHER",17
"618",618,"goal","OTHER",17
"619",619,"language","OTHER",17
"620",620,"linux os","CONSUMER_GOOD",17
"621",621,"projects delivery","OTHER",17
"622",622,"providers content correlation","OTHER",17
"623",623,"python","OTHER",17
"624",624,"quality assurance","OTHER",17
"625",625,"rules","OTHER",17
"626",626,"unit ests","OTHER",17
"627",627,"use cases","OTHER",17
"628",628,"v program guide data","OTHER",17
"629",629,"v. designed","OTHER",17
"630",630,"vod pre-processing","OTHER",17
"631",631,"advance","OTHER",18
"632",632,"amu hack exas instrument","OTHER",18
"633",633,"assembly language","OTHER",18
"634",634,"audio","OTHER",18
"635",635,"computer skills","OTHER",18
"636",636,"computers","CONSUMER_GOOD",18
"637",637,"control room","OTHER",18
"638",638,"english","OTHER",18
"639",639,"javascript","OTHER",18
"640",640,"language","OTHER",18
"641",641,"maintenance","OTHER",18
"642",642,"matter","OTHER",18
"643",643,"operating system","OTHER",18
"644",644,"place","OTHER",18
"645",645,"reformatting","OTHER",18
"646",646,"situations","OTHER",18
"647",647,"skills","OTHER",18
"648",648,"student manager direct wage","OTHER",18
"649",649,"use","OTHER",18
"650",650,"variety","OTHER",18
"651",651,"bug","CONSUMER_GOOD",19
"652",652,"databases","OTHER",19
"653",653,"jira","OTHER",19
"654",654,"keyword","OTHER",19
"655",655,"keywords","OTHER",19
"656",656,"library","OTHER",19
"657",657,"mongodb","CONSUMER_GOOD",19
"658",658,"patch fixes","OTHER",19
"659",659,"production releases","OTHER",19
"660",660,"realdoc ui","OTHER",19
"661",661,"reporting est results","OTHER",19
"662",662,"results","OTHER",19
"663",663,"robot framework","OTHER",19
"664",664,"scenarios","OTHER",19
"665",665,"selenium2","OTHER",19
"666",666,"system testing","OTHER",19
"667",667,"ui","OTHER",19
"668",668,"anharmonicities","OTHER",20
"669",669,"association reactions","OTHER",20
"670",670,"characterization","OTHER",20
"671",671,"chemistry","OTHER",20
"672",672,"combustion","OTHER",20
"673",673,"effect","OTHER",20
"674",674,"high-performance computing","OTHER",20
"675",675,"kinetics","OTHER",20
"676",676,"master equation","OTHER",20
"677",677,"python code","OTHER",20
"678",678,"reactions","OTHER",20
"679",679,"solution","OTHER",20
"680",680,"stephen j. klippenstein calculation","OTHER",20
"681",681,"apps development","OTHER",21
"682",682,"celery","OTHER",21
"683",683,"consulting","OTHER",21
"684",684,"django","OTHER",21
"685",685,"django","OTHER",21
"686",686,"expertise","OTHER",21
"687",687,"facebook","OTHER",21
"688",688,"gis","OTHER",21
"689",689,"ux","OTHER",21
"690",690,"web application development","OTHER",21
"691",691,"accomplishments","OTHER",22
"692",692,"cl api","OTHER",22
"693",693,"est","OTHER",22
"694",694,"narra systems","OTHER",22
"695",695,"office skills","OTHER",22
"696",696,"performance eam","OTHER",22
"697",697,"pyhon","OTHER",22
"698",698,"responsibilities customer facing","OTHER",22
"699",699,"support","OTHER",22
"700",700,"unix","CONSUMER_GOOD",22
"701",701,"web development eam","OTHER",22
"702",702,"cdi","OTHER",23
"703",703,"engineering","OTHER",23
"704",704,"forran","OTHER",23
"705",705,"gi","OTHER",23
"706",706,"java","OTHER",23
"707",707,"legacy tools","OTHER",23
"708",708,"matplotlib","OTHER",23
"709",709,"numpy","OTHER",23
"710",710,"operating systems","OTHER",23
"711",711,"portability","OTHER",23
"712",712,"pyside","OTHER",23
"713",713,"source control","OTHER",23
"714",714,"turbo generator","OTHER",23
"715",715,"visual basic","OTHER",23
"716",716,"buildforge","OTHER",24
"717",717,"certificates","OTHER",24
"718",718,"client features","OTHER",24
"719",719,"code changes","OTHER",24
"720",720,"configuration","OTHER",24
"721",721,"confluence","OTHER",24
"722",722,"continuous delivery","OTHER",24
"723",723,"core advanced","OTHER",24
"724",724,"core advanced jboss uplift","OTHER",24
"725",725,"core advanced payroll","OTHER",24
"726",726,"debts","OTHER",24
"727",727,"deployment server os upgrade","OTHER",24
"728",728,"deployment servers","OTHER",24
"729",729,"deployment software process","OTHER",24
"730",730,"deployment system","OTHER",24
"731",731,"design effort","OTHER",24
"732",732,"duties","OTHER",24
"733",733,"gateway system","OTHER",24
"734",734,"jboss","OTHER",24
"735",735,"jboss7","OTHER",24
"736",736,"jobs","OTHER",24
"737",737,"jvms","OTHER",24
"738",738,"layer7","OTHER",24
"739",739,"ldap","OTHER",24
"740",740,"manpower","OTHER",24
"741",741,"mechanism","OTHER",24
"742",742,"middleware archec","OTHER",24
"743",743,"monitoring tool","OTHER",24
"744",744,"need","OTHER",24
"745",745,"overhead","OTHER",24
"746",746,"party deployment tool","OTHER",24
"747",747,"performance uning","OTHER",24
"748",748,"procedure","OTHER",24
"749",749,"process","OTHER",24
"750",750,"risk","OTHER",24
"751",751,"saml","OTHER",24
"752",752,"save $100k","OTHER",24
"753",753,"scripting","OTHER",24
"754",754,"servers","OTHER",24
"755",755,"servicenow € development","OTHER",24
"756",756,"setup standards","OTHER",24
"757",757,"siteminder","OTHER",24
"758",758,"splunk","OTHER",24
"759",759,"stash repository","OTHER",24
"760",760,"target servers","OTHER",24
"761",761,"upgrade","OTHER",24
"762",762,"web servers","OTHER",24
"763",763,"webeng","OTHER",24
"764",764,"weblogic","OTHER",24
"765",765,"wiki","OTHER",24
"766",766,"apache activemq","CONSUMER_GOOD",25
"767",767,"application objects","OTHER",25
"768",768,"application server","OTHER",25
"769",769,"bea weblogic","OTHER",25
"770",770,"bean wiring","OTHER",25
"771",771,"business requirements","OTHER",25
"772",772,"center","OTHER",25
"773",773,"client server","OTHER",25
"774",774,"client side validations","OTHER",25
"775",775,"complaints","OTHER",25
"776",776,"content management systems","OTHER",25
"777",777,"contract","OTHER",25
"778",778,"contractor details","OTHER",25
"779",779,"cross language","OTHER",25
"780",780,"dao patterns","OTHER",25
"781",781,"dashboards","OTHER",25
